region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state,posting_date,combined,car_msrp
beaumont / port arthur,2500,1997,honda,accord,good,6 cylinders,gas,196000,clean,automatic,1HGCE6678VA007495,fwd,mid-size,sedan,white,tx,2021-04-26 13:20:36+00:00,1997.0 honda accord,16595
denver,26800,1997,ford,f250,,,diesel,91385,clean,manual,1FTHX26F5VEC71572,,,,,co,2021-05-04 16:15:48+00:00,1997.0 ford f250,17070
bend,14977,1997,ford,f-350,excellent,8 cylinders,diesel,234561,clean,automatic,1FTHF36F2VEB82339,4wd,full-size,pickup,black,or,2021-04-16 18:00:19+00:00,1997.0 ford f-350,18635
sacramento,6950,1997,toyota,4runner,good,6 cylinders,gas,229336,clean,automatic,JT3HN86R6V0056920,4wd,,SUV,red,ca,2021-05-04 16:33:23+00:00,1997.0 toyota 4runner,19000
los angeles,2950,1997,honda,cr-v,fair,4 cylinders,gas,203000,clean,automatic,JHLRD1848VC007604,4wd,compact,SUV,green,ca,2021-05-02 14:20:52+00:00,1997.0 honda cr-v,19400
toledo,800,1997,dodge,caravan,good,6 cylinders,gas,151000,clean,automatic,2B4GP243XVR221366,fwd,mid-size,mini-van,white,oh,2021-05-04 15:42:04+00:00,1997.0 dodge caravan,20995
charlotte,6995,1997,ford,e350 box truck,good,,diesel,200000,clean,automatic,1FDLE47F0VHA72367,,,other,,nc,2021-05-04 19:41:19+00:00,1997.0 ford e350 box truck,21815
cincinnati,2499,1997,ram,wagon,,8 cylinders,gas,93801,clean,automatic,2B5WB35Z6VK564599,rwd,,van,white,oh,2021-04-12 14:35:02+00:00,1997.0 ram wagon,21940
reno / tahoe,24995,1997,ford,f-350 crew cab,excellent,8 cylinders,gas,137492,clean,automatic,1FTJW36G0VEB55909,4wd,full-size,truck,black,ca,2021-04-27 01:56:55+00:00,1997.0 ford f-350 crew cab,22425
chicago,17995,1997,pontiac,firebird transam,,8 cylinders,gas,59373,clean,manual,2G2FV32P5V2224740,rwd,,convertible,white,il,2021-05-01 18:17:59+00:00,1997.0 pontiac firebird transam,24995
spokane / coeur d'alene,38999,1997,volkswagen,eurovan campmobile,,6 cylinders,gas,113591,clean,automatic,WV2EH8709VH026741,fwd,,van,white,id,2021-04-28 13:53:15+00:00,1997.0 volkswagen eurovan campmobile,34027
anchorage / mat-su,30000,1997,volkswagen,eurovan camper,good,6 cylinders,gas,68740,clean,automatic,WV2EH8707VH103638,fwd,full-size,van,white,ak,2021-05-03 23:27:33+00:00,1997.0 volkswagen eurovan camper,34027
wyoming,6800,1997,jaguar,xk8 convertible,good,8 cylinders,gas,69550,clean,automatic,SAJGX2749VCOO8376,rwd,compact,convertible,white,wy,2021-04-05 22:29:38+00:00,1997.0 jaguar xk8 convertible,70000
denver,4977,1998,subaru,legacy,,,gas,150238,clean,automatic,4S3BK6753W7307511,,,other,,co,2021-05-04 20:46:18+00:00,1998.0 subaru legacy,2326
high rockies,750,1998,subaru,legacy,,,gas,289300,clean,automatic,4S3BK4251W7302478,,,,white,co,2021-04-12 00:57:27+00:00,1998.0 subaru legacy,2326
pueblo,2995,1998,ford,taurus se,good,6 cylinders,gas,115550,clean,automatic,1FAFP53S6WG166111,fwd,mid-size,sedan,green,co,2021-04-28 17:41:58+00:00,1998.0 ford taurus se,2511
greensboro,2800,1998,volkswagen,new beetle,good,4 cylinders,gas,131355,rebuilt,automatic,3VWBB61C5WM012601,fwd,,sedan,red,nc,2021-04-21 19:13:04+00:00,1998.0 volkswagen new beetle,3156
lincoln,5750,1998,ford,mustang,excellent,6 cylinders,gas,131680,clean,manual,1FAFP4041WF266493,rwd,mid-size,coupe,red,ne,2021-05-04 01:22:11+00:00,1998.0 ford mustang,3787
"washington, DC",1950,1998,honda,civic lx,,,gas,156533,clean,automatic,2HGEJ6670WH517833,,,sedan,green,dc,2021-04-26 20:40:16+00:00,1998.0 honda civic lx,13500
portland,3999,1998,saturn,sw2,,4 cylinders,gas,133360,clean,automatic,1G8ZK8271WZ239551,fwd,,wagon,custom,or,2021-05-04 04:28:32+00:00,1998.0 saturn sw2,14255
greenville / upstate,4950,1998,honda,accord,excellent,4 cylinders,gas,129371,clean,automatic,1HGCG5645WA188342,fwd,mid-size,sedan,green,sc,2021-04-22 00:48:51+00:00,1998.0 honda accord,14485
des moines,9995,1998,gmc,sierra 1500,excellent,8 cylinders,gas,159813,clean,automatic,2GTEK19R5W1523406,4wd,,truck,,ia,2021-04-26 18:53:08+00:00,1998.0 gmc sierra 1500,16580
salem,1895,1998,ford,taurus,excellent,6 cylinders,gas,110396,clean,automatic,1FAFP52U2WG125364,fwd,mid-size,sedan,green,or,2021-04-27 16:44:36+00:00,1998.0 ford taurus,18445
bend,4995,1998,ford,e-series van e-150,,6 cylinders,gas,227565,clean,automatic,1FTRE142XWHB67101,rwd,,van,white,or,2021-04-27 18:39:11+00:00,1998.0 ford e-series van e-150,19270
reno / tahoe,10995,1998,toyota,4-runner,,,gas,190551,clean,automatic,JT3HN87R0W0153059,4wd,,wagon,,ca,2021-04-23 15:07:57+00:00,1998.0 toyota 4-runner,20658
fredericksburg,2300,1998,toyota,camry,,4 cylinders,gas,200802,clean,automatic,4T1BG22K2WU832466,,,,,va,2021-05-04 18:27:31+00:00,1998.0 toyota camry,22310
SF bay area,4000,1998,chevrolet,silverado,good,8 cylinders,gas,218000,clean,automatic,2GCEK19R4W1237790,4wd,full-size,pickup,white,ca,2021-05-03 03:06:39+00:00,1998.0 chevrolet silverado,22600
high rockies,10255,1998,ford,econoline,good,8 cylinders,diesel,58579,clean,automatic,1FDWE30F2WHB89628,rwd,full-size,bus,white,co,2021-04-13 20:55:47+00:00,1998.0 ford econoline,23000
eugene,5990,1998,toyota,4runner,,6 cylinders,gas,382045,clean,automatic,JT3HN86R8W0192855,4wd,,SUV,white,or,2021-04-18 16:01:29+00:00,1998.0 toyota 4runner,23000
springfield,6000,1998,mercury,villager,excellent,6 cylinders,gas,58000,clean,automatic,4M2ZV1112WDJ33294,fwd,compact,mini-van,red,mo,2021-04-21 18:55:06+00:00,1998.0 mercury villager,24445
bellingham,3485,1998,jeep,grand cherokee,,,gas,171124,clean,automatic,1J4GZ58S3WC352904,4wd,,other,black,wa,2021-04-27 21:34:25+00:00,1998.0 jeep grand cherokee,25945
worcester / central MA,2500,1998,acura,cl 3.0,excellent,6 cylinders,gas,170000,clean,automatic,19UYA2251WL006404,fwd,,coupe,black,ma,2021-04-22 17:00:20+00:00,1998.0 acura cl 3.0,32000
tampa bay area,7000,1998,jeep,cherokee limited 4x4,good,6 cylinders,gas,99500,clean,automatic,IJ4FJ78S5WL243486,4wd,mid-size,SUV,red,fl,2021-04-28 15:23:34+00:00,1998.0 jeep cherokee limited 4x4,32150
northern michigan,3900,1998,jeep,grand cherokee limited 5.9,good,8 cylinders,gas,177000,lien,automatic,1J4GZ88Z2WC119904,4wd,full-size,SUV,silver,mi,2021-04-23 14:55:06+00:00,1998.0 jeep grand cherokee limited 5.9,33890
des moines,7000,1998,bmw,z3 convertible,good,6 cylinders,gas,80000,clean,automatic,4USCH7339WLD16831,rwd,,convertible,black,ia,2021-04-20 20:44:29+00:00,1998.0 bmw z3 convertible,35900
susanville,11999,1998,bmw,z3 m roadster,,6 cylinders,gas,143801,clean,manual,WBSCK933XWLC86489,rwd,compact,convertible,silver,ca,2021-04-24 17:51:51+00:00,1998.0 bmw z3 m roadster,42200
san antonio,3998,1998,ford,explorer xlt,good,6 cylinders,gas,139000,clean,automatic,1FMZU32E2WUB86434,rwd,full-size,SUV,blue,tx,2021-04-29 13:49:36+00:00,1998.0 ford explorer xlt,46990
el paso,6000,1998,jeep,grand cherokee laredo,good,6 cylinders,gas,65410,clean,automatic,1J4GZ58S5WC165566,4wd,mid-size,SUV,silver,tx,2021-04-30 20:48:18+00:00,1998.0 jeep grand cherokee laredo,50990
ft myers / SW florida,3249,1999,cadillac,seville,,,gas,100763,clean,automatic,1G6KY5497XU910208,,,,,fl,2021-04-28 14:04:14+00:00,1999.0 cadillac seville,2711
des moines,3995,1999,bmw,3 series,excellent,6 cylinders,gas,152430,clean,automatic,WBABK8330XEY91490,rwd,,convertible,,ia,2021-05-02 20:07:12+00:00,1999.0 bmw 3 series,2870
orlando,3000,1999,lincoln,town car,like new,8 cylinders,gas,117000,clean,automatic,1LNHM83W3XY685673,rwd,full-size,sedan,custom,fl,2021-04-29 12:11:07+00:00,1999.0 lincoln town car,3597
pittsburgh,11599,1999,pontiac,firebird,excellent,6 cylinders,gas,87900,clean,automatic,2G2FS22K2X2206707,rwd,mid-size,coupe,red,pa,2021-04-30 16:12:03+00:00,1999.0 pontiac firebird,4609
sacramento,14988,1999,toyota,tacoma,,6 cylinders,gas,137551,clean,automatic,4TASN92N5XZ538928,rwd,,truck,white,ca,2021-05-02 18:00:19+00:00,1999.0 toyota tacoma,12698
reno / tahoe,13995,1999,toyota,tacoma,excellent,,gas,117849,clean,automatic,4TASN92N2XZ549028,rwd,,pickup,green,ca,2021-04-30 21:19:27+00:00,1999.0 toyota tacoma,12698
worcester / central MA,6800,1999,ford,ranger xlt,good,6 cylinders,gas,78325,clean,automatic,1FTZR15V8XTA98341,4wd,,pickup,red,ma,2021-05-03 20:46:37+00:00,1999.0 ford ranger xlt,13920
greenville / upstate,4000,1999,ford,ranger xlt,good,6 cylinders,gas,179000,clean,automatic,1FTZR15V2XTA66632,4wd,,pickup,black,sc,2021-05-04 23:44:18+00:00,1999.0 ford ranger xlt,13920
long island,7499,1999,jeep,wrangler,excellent,6 cylinders,gas,140318,clean,manual,1J4FY19SXXP471999,4wd,,SUV,,ny,2021-05-04 13:45:58+00:00,1999.0 jeep wrangler,14345
minneapolis / st paul,9995,1999,jeep,wrangler se 2dr se,,4 cylinders,gas,96700,clean,automatic,1J4FY29P1XP473626,4wd,,SUV,custom,mn,2021-05-04 17:17:07+00:00,1999.0 jeep wrangler se 2dr se,14345
redding,14999,1999,ford,f-150,,8 cylinders,gas,91000,clean,automatic,1FTRX18L5XKA83155,,,truck,,ca,2021-04-22 21:38:26+00:00,1999.0 ford f-150,15345
mankato,4500,1999,ford,f-150,excellent,6 cylinders,gas,119849,clean,automatic,1FTZF182XXNA49866,4wd,,truck,red,mn,2021-04-09 14:20:16+00:00,1999.0 ford f-150,15345
rapid city / west SD,5901,1999,mazda,b-series pickup,excellent,6 cylinders,gas,170595,clean,automatic,4F4ZR17X7XTM24541,4wd,,truck,green,sd,2021-04-27 18:22:20+00:00,1999.0 mazda b-series pickup,16060
st cloud,3995,1999,mercury,cougar,,,gas,179453,clean,manual,1ZWFT61L7X5631461,fwd,,,red,mn,2021-04-22 13:46:59+00:00,1999.0 mercury cougar,16890
"washington, DC",16900,1999,ford,f250,excellent,10 cylinders,gas,60000,clean,manual,1FTNX21S7XEB43778,rwd,full-size,pickup,blue,dc,2021-05-02 04:30:10+00:00,1999.0 ford f250,17295
phoenix,12988,1999,ford,f-250,,,gas,101196,clean,manual,1FTNX21S7XED38747,4wd,,pickup,green,az,2021-05-03 01:26:03+00:00,1999.0 ford f-250,17295
eugene,18990,1999,ford,f-250,,,gas,97835,clean,automatic,1FTNW21S6XEE00271,4wd,,pickup,white,or,2021-04-17 16:27:39+00:00,1999.0 ford f-250,17295
austin,14995,1999,jeep,wrangler,excellent,6 cylinders,gas,137000,clean,manual,1J4FY19S8XP430397,4wd,,SUV,black,tx,2021-04-29 22:15:53+00:00,1999.0 jeep wrangler,17905
bend,26990,1999,ford,f-350,,,diesel,181510,clean,automatic,1FTSW31F8XEA70757,4wd,,pickup,blue,or,2021-05-03 18:36:43+00:00,1999.0 ford f-350,19895
des moines,6495,1999,ford,super duty f-350 srw,good,8 cylinders,gas,182000,clean,automatic,1FTSF30L8XED39993,rwd,full-size,,white,ia,2021-04-10 03:49:30+00:00,1999.0 ford super duty f-350 srw,19895
houston,2000,1999,volkswagen,jetta,good,4 cylinders,gas,113000,clean,automatic,3VWRA29M3XM077424,fwd,,sedan,silver,tx,2021-05-05 00:28:31+00:00,1999.0 volkswagen jetta,19995
portland,5995,1999,toyota,camry le 4dr sedan,,,gas,116523,clean,automatic,JT2BG22K4X0343993,,,sedan,,or,2021-05-04 00:51:43+00:00,1999.0 toyota camry le 4dr sedan,20000
los angeles,5800,1999,toyota,4runner,excellent,4 cylinders,gas,168000,clean,automatic,JT3GM84R0X0048753,rwd,full-size,truck,white,ca,2021-05-04 01:35:41+00:00,1999.0 toyota 4runner,21118
minneapolis / st paul,2999,1999,mercury,grand marquis,good,8 cylinders,gas,200236,clean,automatic,2MEFM74W3XX696448,,,,red,mn,2021-05-03 18:02:48+00:00,1999.0 mercury grand marquis,22415
atlanta,4450,1999,buick,lesabre custom,excellent,6 cylinders,gas,115112,clean,automatic,1G4HP52K8XH432451,fwd,full-size,sedan,silver,ga,2021-05-03 17:38:14+00:00,1999.0 buick lesabre custom,22725
detroit metro,21500,1999,chevrolet,silverado 3500 crewcab,excellent,8 cylinders,gas,117527,clean,automatic,1GCHC33J2JF077234,rwd,full-size,pickup,white,mi,2021-05-04 21:20:55+00:00,1999.0 chevrolet silverado 3500 crewcab,22946
stockton,4300,1999,buick,century custom 4-speed automatic,,,gas,88000,clean,automatic,2G4WS52M7X1540344,fwd,,sedan,white,ca,2021-05-01 14:35:18+00:00,1999.0 buick century custom 4-speed automatic,22990
omaha / council bluffs,15995,1999,ford,mustang,,8 cylinders,gas,104718,clean,manual,1FAFP47V9XF199206,rwd,,coupe,black,ia,2021-05-03 15:31:11+00:00,1999.0 ford mustang,23345
visalia-tulare,18500,1999,chevrolet,c6500,excellent,8 cylinders,gas,122486,clean,manual,1GDG6H1B4XJ507026,,,,white,ca,2021-04-13 20:22:27+00:00,1999.0 chevrolet c6500,23435
des moines,7495,1999,chevrolet,silverado,excellent,8 cylinders,gas,151259,clean,automatic,2GCEK19V1X1107982,4wd,,,,ia,2021-04-22 16:19:17+00:00,1999.0 chevrolet silverado,23590
seattle-tacoma,3499,1999,chevrolet,metro lsi,,4 cylinders,gas,161720,clean,automatic,2C1MR5229X6722018,fwd,,sedan,green,wa,2021-05-03 19:00:25+00:00,1999.0 chevrolet metro lsi,23590
chicago,12995,1999,chevrolet,tahoe ls 2dr ls,,8 cylinders,gas,149052,clean,automatic,3GNEK18R5XG136016,4wd,,SUV,green,il,2021-05-01 18:15:53+00:00,1999.0 chevrolet tahoe ls 2dr ls,24120
columbus,5495,1999,ford,e-150,,8 cylinders,other,140994,clean,automatic,1FDRE14W0XHB63641,rwd,,,green,oh,2021-04-09 02:34:08+00:00,1999.0 ford e-150,24295
yuba-sutter,5499,1999,mercury,grand marquis ls,excellent,8 cylinders,gas,156292,clean,automatic,2MEFM75W0XX640613,,,other,,ca,2021-05-03 23:31:54+00:00,1999.0 mercury grand marquis ls,24315
prescott,15988,1999,ford,f250 super duty super cab,,8 cylinders,diesel,255625,clean,automatic,1FTNX21F6XEA57316,4wd,,pickup,custom,az,2021-04-29 01:02:23+00:00,1999.0 ford f250 super duty super cab,24345
seattle-tacoma,5488,1999,acura,cl 2.3,good,4 cylinders,gas,75103,clean,automatic,19UYA3255XL008261,fwd,,coupe,,wa,2021-05-03 18:06:45+00:00,1999.0 acura cl 2.3,25000
bellingham,16992,1999,ford,f-250sd xlt,,8 cylinders,diesel,246940,clean,automatic,1FTNX21F0XEE43732,4wd,,,,wa,2021-04-27 14:36:54+00:00,1999.0 ford f-250sd xlt,25255
san luis obispo,9995,1999,ford,f-350,excellent,,gas,273090,clean,automatic,1FTSX30F0XEF08329,rwd,,,white,ca,2021-04-13 19:00:35+00:00,1999.0 ford f-350,26200
lexington,5850,1999,honda,prelude,fair,4 cylinders,gas,234376,clean,manual,JHMBB6145XC005029,fwd,compact,coupe,red,ky,2021-04-26 18:45:05+00:00,1999.0 honda prelude,26365
boise,8995,1999,chevrolet,s10,excellent,,gas,151003,clean,automatic,1GCCT19W5XK177868,4wd,,pickup,,id,2021-05-03 23:30:53+00:00,1999.0 chevrolet s10,27785
reno / tahoe,2500,1999,dodge,durango,good,8 cylinders,gas,169980,clean,automatic,1B4HS28Y0XF675595,4wd,mid-size,SUV,blue,ca,2021-05-03 14:17:04+00:00,1999.0 dodge durango,28055
athens,4495,1999,ford,expedition,excellent,,gas,272412,clean,automatic,1FMRU17L7XLA93749,rwd,,SUV,,ga,2021-04-26 15:45:32+00:00,1999.0 ford expedition,29355
las vegas,1700,1999,volvo,v70 wagon,good,,gas,157837,clean,automatic,YV1LW5583X2560856,rwd,full-size,wagon,green,nv,2021-04-30 03:18:36+00:00,1999.0 volvo v70 wagon,30235
imperial county,2000,1999,chevrolet,suburban 1500,fair,8 cylinders,gas,216000,clean,automatic,3GNEC16R9XG234899,rwd,full-size,truck,brown,ca,2021-04-29 23:41:13+00:00,1999.0 chevrolet suburban 1500,30900
yuba-sutter,7499,1999,lexus,rx 300 luxury suv,excellent,6 cylinders,gas,178597,clean,automatic,JT6HF10U9X0077316,4wd,,SUV,,ca,2021-05-04 00:16:46+00:00,1999.0 lexus rx 300 luxury suv,32005
ventura county,4975,1999,gmc,yukon slt,excellent,8 cylinders,gas,195000,clean,automatic,1GKEC13R9XJ722833,rwd,mid-size,SUV,custom,ca,2021-04-21 00:11:04+00:00,1999.0 gmc yukon slt,32706
minneapolis / st paul,2495,1999,ford,exploror xlt,good,8 cylinders,gas,154633,clean,automatic,1FMZU35P5XZB07002,4wd,full-size,SUV,green,mn,2021-05-01 08:39:52+00:00,1999.0 ford exploror xlt,34495
portland,21999,1999,bmw,z3 3.2l,,6 cylinders,gas,69562,clean,manual,WBSCK9333XLC89218,rwd,,convertible,,or,2021-05-05 00:50:40+00:00,1999.0 bmw z3 3.2l,43270
syracuse,20995,1999,chevrolet,corvette,good,8 cylinders,gas,56308,clean,manual,1G1YY22G8X5121690,rwd,mid-size,coupe,red,ny,2021-04-23 13:19:58+00:00,1999.0 chevrolet corvette,45220
pittsburgh,11900,1999,jaguar,xk8 convertible,excellent,8 cylinders,gas,84402,clean,automatic,SAJGX2043XC034310,,,convertible,,pa,2021-04-29 14:34:59+00:00,1999.0 jaguar xk8 convertible,65750
rochester,4750,2000,toyota,camry xle,excellent,6 cylinders,gas,138425,clean,automatic,4T1BF28K1YU937450,fwd,mid-size,sedan,white,ny,2021-05-03 14:47:28+00:00,2000.0 toyota camry xle,3192
baltimore,8000,2000,pontiac,firebird,like new,6 cylinders,gas,113005,clean,automatic,2G2FS22K0Y2100323,rwd,compact,coupe,red,md,2021-04-14 23:11:42+00:00,2000.0 pontiac firebird,4985
appleton-oshkosh-FDL,10995,2000,toyota,tacoma,excellent,,gas,67480,clean,automatic,4TANM92N1YZ674586,rwd,,pickup,,wi,2021-04-06 18:31:28+00:00,2000.0 toyota tacoma,12000
grand rapids,7988,2000,jeep,wrangler,,,gas,101149,clean,manual,1J4FA29P8YP768566,4wd,,SUV,green,mi,2021-05-02 16:59:56+00:00,2000.0 jeep wrangler,14460
chico,7995,2000,ford,f-150,,6 cylinders,gas,83792,clean,automatic,1FTZX1720YKB18923,rwd,,,silver,ca,2021-04-30 14:02:57+00:00,2000.0 ford f-150,15380
indianapolis,5000,2000,honda,accord,,,gas,127386,clean,automatic,JHMCG5652YC014919,fwd,,,blue,in,2021-04-13 13:53:23+00:00,2000.0 honda accord,16295
ames,3500,2000,gmc,sierra 1500,excellent,8 cylinders,gas,198349,clean,automatic,1GTEK19V1YE161704,4wd,,truck,,ia,2021-04-26 17:32:15+00:00,2000.0 gmc sierra 1500,16300
spokane / coeur d'alene,4000,2000,gmc,sierra,fair,8 cylinders,gas,164215,clean,automatic,2GTEK19T0Y1241060,4wd,full-size,truck,red,id,2021-05-01 21:03:28+00:00,2000.0 gmc sierra,16300
long island,1200,2000,gmc,sierra 1500,fair,8 cylinders,gas,195000,clean,automatic,2GTEK19V5Y1244683,4wd,full-size,truck,black,ny,2021-04-20 23:03:42+00:00,2000.0 gmc sierra 1500,16300
cleveland,10900,2000,gmc,sierra 1500,excellent,8 cylinders,gas,119000,clean,automatic,1GTGK24U2YE290855,4wd,full-size,truck,,oh,2021-04-19 15:46:44+00:00,2000.0 gmc sierra 1500,16300
milwaukee,3997,2000,toyota,camry,,,gas,176703,clean,automatic,4T1BF22K1YU941622,fwd,,,,wi,2021-04-29 20:03:34+00:00,2000.0 toyota camry,16448
southern illinois,5995,2000,jeep,cherokee,good,,gas,143003,clean,automatic,1J4FF58S6YL153708,4wd,,SUV,green,il,2021-04-07 18:00:19+00:00,2000.0 jeep cherokee,16775
fredericksburg,6200,2000,jeep,cherokee,fair,6 cylinders,gas,153394,clean,automatic,1J4FF48S0YL179277,4wd,mid-size,SUV,black,va,2021-04-23 14:50:05+00:00,2000.0 jeep cherokee,16775
spokane / coeur d'alene,5995,2000,toyota,camry,excellent,,gas,85112,clean,automatic,JT2BG22K2Y0401889,fwd,,sedan,,id,2021-04-29 20:00:42+00:00,2000.0 toyota camry,17518
cincinnati,2999,2000,honda,cr-v,,4 cylinders,gas,230405,clean,other,JHLRD1868YC004708,4wd,,SUV,green,oh,2021-04-29 14:33:04+00:00,2000.0 honda cr-v,18650
waterloo / cedar falls,4500,2000,buick,century,good,6 cylinders,gas,70115,clean,automatic,2G4WS52JXY1144268,fwd,mid-size,sedan,,ia,2021-04-20 23:31:38+00:00,2000.0 buick century,19840
hudson valley,3333,2000,toyota,camry xle,good,6 cylinders,gas,136648,clean,automatic,4T1BF28K2YU100660,fwd,,,,ny,2021-04-05 18:59:12+00:00,2000.0 toyota camry xle,19995
muskegon,3750,2000,dodge,dakota sport,good,6 cylinders,gas,153254,clean,manual,1D4HS38N53F594538,rwd,,pickup,white,mi,2021-04-27 19:26:49+00:00,2000.0 dodge dakota sport,19995
fort collins / north CO,3450,2000,subaru,forester,,4 cylinders,gas,227355,clean,manual,JF1SF6556YG720555,4wd,,wagon,,co,2021-04-29 22:16:21+00:00,2000.0 subaru forester,20095
kalispell,12988,2000,ford,f250 super duty super cab,,8 cylinders,diesel,244720,clean,automatic,1FTNX21F1YEB70009,4wd,,pickup,blue,mt,2021-04-19 20:05:47+00:00,2000.0 ford f250 super duty super cab,20110
redding,30900,2000,ford,f-450,,,gas,97456,clean,automatic,1FDXF46S4YED66664,rwd,full-size,other,white,ca,2021-04-09 22:45:19+00:00,2000.0 ford f-450,20184
salem,29990,2000,ford,f-350,,,diesel,135200,clean,automatic,1FTSW31F5YEB98682,4wd,,pickup,,or,2021-04-17 15:59:22+00:00,2000.0 ford f-350,20800
denver,3395,2000,nissan,maxima,,6 cylinders,gas,215862,clean,automatic,JN1CA31A4YT014225,fwd,,sedan,black,co,2021-05-03 14:31:40+00:00,2000.0 nissan maxima,21049
yuba-sutter,3999,2000,toyota,camry le,excellent,4 cylinders,gas,158067,clean,automatic,JT2BG28K7Y0425810,,,sedan,,ca,2021-04-22 01:03:24+00:00,2000.0 toyota camry le,22358
daytona beach,6999,2000,mercury,grand marquis,good,8 cylinders,gas,62457,clean,automatic,2MEFM74W1YX642051,rwd,,sedan,white,fl,2021-05-01 13:58:48+00:00,2000.0 mercury grand marquis,22605
worcester / central MA,2995,2000,buick,lesabre,good,6 cylinders,gas,145321,clean,automatic,1G4HP54K1YU268238,fwd,,sedan,brown,ma,2021-05-04 07:50:42+00:00,2000.0 buick lesabre,23400
new hampshire,7495,2000,jaguar,xk8 convertible,excellent,8 cylinders,gas,105670,clean,automatic,SAJJA42C5YNA03995,rwd,,convertible,black,nh,2021-04-24 22:48:42+00:00,2000.0 jaguar xk8 convertible,23500
"washington, DC",2995,2000,buick,century,excellent,6 cylinders,gas,73850,clean,automatic,2G4WY55J7Y1152306,fwd,mid-size,sedan,white,dc,2021-05-01 15:28:17+00:00,2000.0 buick century,24330
reno / tahoe,15950,2000,chevrolet,corvette,excellent,8 cylinders,gas,68412,clean,automatic,1G1YY22G6Y5114075,rwd,full-size,coupe,silver,ca,2021-05-01 15:02:26+00:00,2000.0 chevrolet corvette,26465
